,dataset_name,model_name,featurizer_name,featurizer_frac,depth,bit,max_depth,max_rules,max_trees,pre_interaction,pre_max_features,post_interaction,post_max_features,r2_score_train_true,r2_score_val_true
774,abalone,xgboost,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9266168475151062,0.456440269947052
776,concrete,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8893175917831393,0.8699705874359787
777,miami_housing,xgboost,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9790025258461438,0.9039684425230238
779,ca_housing,xgboost,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8894601422308204,0.8194929479202618
780,transaction,xgboost,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7720658778396053,0.09543169428591836
782,qsar,resnet,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,-0.07111787796020508,-0.08268189430236816
784,mercedes,random_forest,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.615458305535474,0.6073033146581965
785,insurance,ft_transformer,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.696311314256142,0.6744243397966209
786,ca_housing,resnet,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7479508705342621,0.7181833281165148
788,ca_housing,figs,no_featurizer,0.3,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.8014917963196361,0.7805569598123064
789,allstate,figs,no_featurizer,0.7,3,0,1,50,30,l0l2,0.0,l0l2,0.0,0.5525898765191923,0.5068417775055192
792,airfoil,rf_plus,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7080848399039603,0.6417466299417267
793,parkinsons,resnet,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8123292343680579,0.8019326151858175
795,cpu_act,xgboost,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.993998646736145,0.9837870597839355
796,ca_housing,xgboost,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9217593746029684,0.8249770511410662
797,qsar,resnet,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,-0.044571638107299805,-0.025388240814208984
799,transaction,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.327088690863396,0.16727887447202372
801,ca_housing,ft_transformer,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7516828434876623,0.7211584004174059
802,airfoil,resnet,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4310189385827129,0.37656927880575997
804,abalone,figs,no_featurizer,0.7,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.6712325361094764,0.3260119961373228
805,cpu_act,rf_plus,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9735934384241048,0.9743252321291316
806,cpu_act,ft_transformer,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9720503687858582,0.9725587964057922
808,ca_housing,ft_transformer,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7482433969199253,0.7126158116711194
810,transaction,random_forest,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.29401459330718793,0.16080341107216312
811,miami_housing,figs,no_featurizer,0.7,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.909587484077035,0.8512634270811118
816,airfoil,figs,no_featurizer,0.7,3,0,1,50,30,l0l2,0.0,l0l2,0.0,0.878110408670732,0.8216055724203872
820,abalone,resnet,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.48304080963134766,0.4562820792198181
824,ca_housing,resnet,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.7448879700205913,0.7114781621275992
827,mercedes,figs,no_featurizer,0.3,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.6803199331088209,0.41227546837630746
828,abalone,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5551683340233804,0.4900573550506545
829,airfoil,resnet,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.4155990787444591,0.34708093826281994
834,ca_housing,ft_transformer,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7500161969950223,0.7213826599594846
836,miami_housing,random_forest,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8094291260568247,0.7765100785814513
837,miami_housing,random_forest,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8094291260568247,0.7765100785814513
839,transaction,figs,no_featurizer,0.3,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.5757651524948983,-0.23760365666892813
840,parkinsons,ft_transformer,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.790867000891972,0.7702040841010618
842,ca_housing,resnet,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7402121584787676,0.7083443733993857
843,airfoil,rf_plus,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7080848399039603,0.6417466299417267
844,concrete,figs,no_featurizer,0.3,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9592860579163266,0.9077125698699537
848,insurance,xgboost,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9717040265761164,0.8172730228346239
850,transaction,xgboost,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8250874104050199,0.07101026012218414
853,parkinsons,random_forest,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6897334803827335,0.6808964439874534
854,parkinsons,xgboost,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.97856495125099,0.891466011576189
857,mercedes,figs,no_featurizer,0.7,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.6929944402210431,0.4078273068773308
858,transaction,random_forest,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.327088690863396,0.16727887447202372
861,powerplant,figs,no_featurizer,0.3,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.9463872984592504,0.935797685155411
863,parkinsons,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5802246042418164,0.5739815856121839
864,miami_housing,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8429198058669997,0.8195133119211561
866,cpu_act,xgboost,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9962639808654785,0.9834569692611694
867,transaction,figs,no_featurizer,0.7,3,0,1,50,30,l0l2,0.0,l0l2,0.0,0.5358689534089095,-0.21364894228366826
868,parkinsons,figs,no_featurizer,0.7,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.910702812933035,0.880458942378799
869,ca_housing,ft_transformer,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7507707167091205,0.7195637493394883
870,mercedes,rf_plus,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6133130454196327,0.6179413002783236
872,parkinsons,xgboost,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9568136994878034,0.8933838209706018
874,powerplant,figs,no_featurizer,0.3,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.9489297159891148,0.9306029994682877
875,cpu_act,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9602782968895587,0.9597451934575514
883,abalone,random_forest,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5551683340233804,0.4900573550506545
886,cpu_act,ft_transformer,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9725118279457092,0.9726880192756653
887,concrete,ft_transformer,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7211386310388362,0.7394058250578208
890,miami_housing,rf_plus,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8815969095087353,0.8539525854864933
891,abalone,rf_plus,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6123547351023071,0.5300165159839614
896,airfoil,figs,no_featurizer,0.7,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.895269442466171,0.8409412679529129
898,abalone,xgboost,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9266168475151062,0.456440269947052
900,powerplant,xgboost,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9737516695570407,0.9609184763177395
904,insurance,resnet,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6486769590898713,0.5631765200411527
906,abalone,xgboost,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9266168475151062,0.456440269947052
909,miami_housing,figs,no_featurizer,0.7,3,0,1,50,30,l0l2,0.0,l0l2,0.0,0.8965452372519747,0.8477722342966206
910,cpu_act,xgboost,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9962639808654785,0.9834569692611694
915,airfoil,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7886828275770157,0.7112848350218881
916,airfoil,resnet,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4052778411881752,0.37418389522494666
917,insurance,rf_plus,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8752318311029161,0.8569849298546656
921,powerplant,figs,no_featurizer,0.7,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.9489297159891148,0.9306029994682877
922,insurance,ft_transformer,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6819048852481848,0.6347838011570284
930,concrete,resnet,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6363051992686695,0.641417286296439
931,powerplant,resnet,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9260589572642004,0.9256313885872705
932,abalone,ft_transformer,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4485018849372864,0.43237245082855225
933,miami_housing,figs,no_featurizer,0.7,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.909587484077035,0.8512634270811118
934,concrete,random_forest,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8893175917831393,0.8699705874359787
935,abalone,ft_transformer,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.44927728176116943,0.4276365041732788
936,concrete,figs,no_featurizer,0.7,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9592860579163266,0.9077125698699537
937,allstate,figs,no_featurizer,0.3,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.5525898765191923,0.5068417775055192
938,abalone,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6022501521477137,0.511863952843931
939,transaction,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.29401459330718793,0.16080341107216312
940,miami_housing,figs,no_featurizer,0.7,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.8965452372519747,0.8477722342966206
941,miami_housing,rf_plus,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8815969095087353,0.8539525854864933
943,cpu_act,ft_transformer,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9707856774330139,0.9707477688789368
947,mercedes,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6345701037540329,0.6062197680115702
950,qsar,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.47007756256758626,0.2964780591819963
951,powerplant,resnet,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.925971412311299,0.9257335758853278
954,abalone,rf_plus,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.5775839266594216,0.525124411776533
957,airfoil,random_forest,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7094412788014774,0.6349717077351409
959,parkinsons,xgboost,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9568136994878034,0.8933838209706018
962,transaction,rf_plus,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.3025910490461924,0.17267748277562855
963,ca_housing,xgboost,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8894601422308204,0.8194929479202618
964,mercedes,rf_plus,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6065306384733282,0.6165579268229178
966,insurance,resnet,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6362928237192276,0.6184827371148156
973,concrete,ft_transformer,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6407376661690394,0.6617475577441077
978,transaction,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.5358689534089095,-0.21364894228366826
988,ca_housing,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6883296904110253,0.639150420627462
989,mercedes,random_forest,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.615458305535474,0.6073033146581965
990,insurance,ft_transformer,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7123897184147813,0.708384943549733
994,transaction,xgboost,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8250874104050199,0.07101026012218414
995,allstate,resnet,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5014119485461069,0.46735384281810366
996,concrete,rf_plus,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8969516395440078,0.8985943926642262
998,cpu_act,random_forest,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9602782968895587,0.9597451934575514
999,airfoil,rf_plus,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.7808093925345443,0.7106230346885904
1000,insurance,resnet,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5914026414580279,0.5558093386024616
1005,mercedes,random_forest,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6345701037540329,0.6062197680115702
1006,transaction,xgboost,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8250874104050199,0.07101026012218414
1008,allstate,random_forest,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.40639402698086646,0.37769673826991046
1010,mercedes,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.6929944402210431,0.4078273068773308
1012,abalone,ft_transformer,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.46105003356933594,0.4474920630455017
1014,mercedes,random_forest,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.615458305535474,0.6073033146581965
1016,insurance,resnet,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6670750881259213,0.6487141351336214
1017,cpu_act,rf_plus,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9778410716358829,0.9775141962385957
1018,cpu_act,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9735934384241048,0.9743252321291316
1019,cpu_act,rf_plus,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9735934384241048,0.9743252321291316
1021,transaction,figs,no_featurizer,0.3,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.5757651524948983,-0.23760365666892813
1024,insurance,xgboost,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9717040265761164,0.8172730228346239
1025,abalone,ft_transformer,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4676697254180908,0.4537197947502136
1030,powerplant,resnet,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9238268129094622,0.923719626544961
1033,airfoil,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7094412788014774,0.6349717077351409
1034,abalone,xgboost,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8615106344223022,0.5020395517349243
1035,miami_housing,xgboost,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9790025258461438,0.9039684425230238
1039,powerplant,xgboost,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9822462798022942,0.9627432675883084
1040,allstate,random_forest,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.40639402698086646,0.37769673826991046
1044,powerplant,ft_transformer,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9345764191633644,0.9382559652252588
1045,miami_housing,xgboost,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9884902679234429,0.9147622355062575
1046,mercedes,random_forest,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.615458305535474,0.6073033146581965
1047,ca_housing,figs,no_featurizer,0.7,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.8104577744671647,0.7883194296851229
1048,abalone,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.5551683340233804,0.4900573550506545
1051,abalone,ft_transformer,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.4838465452194214,0.47060513496398926
1053,concrete,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8893175917831393,0.8699705874359787
1055,powerplant,ft_transformer,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9329607644531468,0.935824628725978
1056,airfoil,resnet,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.40221927492619824,0.3440903822446174
1058,qsar,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.5602289292981452,0.33640850980516035
1059,allstate,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4435942044799088,0.40950730296076643
1060,insurance,ft_transformer,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6702269117723789,0.6255786069652303
1061,allstate,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4435942044799088,0.40950730296076643
1065,cpu_act,xgboost,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.993998646736145,0.9837870597839355
1066,ca_housing,xgboost,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8894601422308204,0.8194929479202618
1067,insurance,random_forest,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8702279598545921,0.8574593775414519
1068,parkinsons,figs,no_featurizer,0.7,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.910702812933035,0.880458942378799
1069,allstate,rf_plus,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4622236885627007,0.43817220636311227
1076,allstate,resnet,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.46501413496867916,0.4439561529716888
1077,mercedes,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.615458305535474,0.6073033146581965
1078,concrete,resnet,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6711124178290662,0.657225037678526
1079,ca_housing,figs,no_featurizer,0.7,3,0,1,50,30,l0l2,0.0,l0l2,0.0,0.8014917963196361,0.7805569598123064
1086,qsar,resnet,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,-0.14725863933563232,-0.12278831005096436
1087,insurance,xgboost,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9717040265761164,0.8172730228346239
1088,parkinsons,random_forest,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5802246042418164,0.5739815856121839
1090,miami_housing,figs,no_featurizer,0.3,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.8965452372519747,0.8477722342966206
1092,parkinsons,xgboost,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9568136994878034,0.8933838209706018
1093,cpu_act,figs,no_featurizer,0.3,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.9822361248482646,0.9765757386485994
1096,concrete,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8225770246811328,0.8196241118494089
1099,mercedes,rf_plus,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6065306384733282,0.6165579268229178
1103,miami_housing,xgboost,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9884902679234429,0.9147622355062575
1109,powerplant,resnet,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9239327700031706,0.9245710250390892
1111,cpu_act,figs,no_featurizer,0.3,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9834478214681828,0.9772517549817435
1112,abalone,random_forest,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.5551683340233804,0.4900573550506545
1114,concrete,xgboost,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9896662611117714,0.9151856957601803
1115,ca_housing,figs,no_featurizer,0.7,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.8104577744671647,0.7883194296851229
1116,airfoil,random_forest,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.7886828275770157,0.7112848350218881
1118,ca_housing,random_forest,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6883296904110253,0.639150420627462
1120,abalone,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6022501521477137,0.511863952843931
1124,powerplant,xgboost,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9737516695570407,0.9609184763177395
1125,abalone,resnet,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4716748595237732,0.3830927014350891
1126,concrete,random_forest,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8225770246811328,0.8196241118494089
1127,airfoil,resnet,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.4384784118674029,0.3987731416477115
1128,allstate,resnet,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.48938239960314933,0.4620186295741465
1129,abalone,ft_transformer,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4704599976539612,0.44570863246917725
1130,transaction,figs,no_featurizer,0.3,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.5358689534089095,-0.21364894228366826
1132,allstate,resnet,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4925916303491832,0.4525805252789319
1134,abalone,rf_plus,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.5775839266594216,0.525124411776533
1135,allstate,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.40639402698086646,0.37769673826991046
1137,ca_housing,rf_plus,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6792419152472262,0.6377313820604835
1138,insurance,resnet,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6804951610945567,0.628914472610611
1139,concrete,resnet,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6438626658558517,0.6452389773522282
1141,mercedes,figs,no_featurizer,0.7,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.6929944402210431,0.4078273068773308
1142,cpu_act,resnet,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9600052237510681,0.9590627551078796
1146,insurance,figs,no_featurizer,0.3,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9237677210733316,0.795520431003822
1149,ca_housing,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6883296904110253,0.639150420627462
1152,insurance,resnet,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.5897017801893407,0.5435841719790281
1153,insurance,figs,no_featurizer,0.3,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9382219883222768,0.7626519008419391
1154,cpu_act,random_forest,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9602782968895587,0.9597451934575514
1157,cpu_act,resnet,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9563272595405579,0.9556904435157776
1158,cpu_act,figs,no_featurizer,0.7,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9822361248482646,0.9765757386485994
1162,abalone,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5775839266594216,0.525124411776533
1163,qsar,resnet,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,-0.15937089920043945,-0.09694552421569824
1165,airfoil,ft_transformer,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4414268119076399,0.36844029222432817
1166,powerplant,random_forest,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9328881571131005,0.9338115500920526
1169,miami_housing,random_forest,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8614219233159424,0.8229842416123193
1172,mercedes,rf_plus,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6065306384733282,0.6165579268229178
1175,powerplant,rf_plus,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9382873619370015,0.9405277688883538
1179,airfoil,ft_transformer,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.2791100703807955,0.25463483047264623
1181,miami_housing,figs,no_featurizer,0.3,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.909587484077035,0.8512634270811118
1182,parkinsons,xgboost,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.97856495125099,0.891466011576189
1183,concrete,ft_transformer,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7396655844207207,0.740474842066708
1190,allstate,resnet,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.47708631559863823,0.44022473856718725
1191,powerplant,ft_transformer,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.933091319489424,0.9362193909463001
1192,insurance,ft_transformer,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6921287420083073,0.6552089153659009
